Sampling Date,Site ID,Park ID,Project ID,Lat (°N),Long (°W),Water Temp (°C),COND,PH,DO (mg/L),"UV Absorbance, 254nm",DOC,"SUVA, 254nm",Total Iron [mg/L],"Fe Corr'd SUVA, 254nm",HPOA SUVA (254nm),HPOA %,HPON %,HPI SUVA (254nm),HPI %,TPIA SUVA (254nm),TPIA %,AMMONIA_N,NITRATE_NITRITE_N,"NO2-N 
(mg N/L)",PTL,"TDN 
(mg N/L)",UTN (mgN/L),"TDP 
(mg P/L)",UTP (mgP/L),CHLORIDE,SULFATE,"F 
(mg/L)","Br 
(mg/L)",SODIUM,POTASSIUM,CALCIUM,MAGNESIUM,TOC (mgC/L),ANC,DIC (mg/L),d18O,dD,Al (µg/L),P (µg/L),Ti (µg/L),Cr (µg/L),Mn (µg/L),Fe* (µg/L),Co (µg/L),Ni (µg/L),Cu (µg/L),Zn (µg/L),As (µg/L),Sr (µg/L),Cd (µg/L),Sn (µg/L),Sb (µg/L),Te (µg/L),Ba (µg/L),Pb (µg/L),FeTot?,Fe(II)/FeTot,Fe(II) (µg/L),Fe(III) (µg/L),
6/10/2015,ASFM 1,NOAT,HEAT,67.545,-161.681,4,243.7,8.18,-,0.017,0.7,2.3,-,-,-,-,-,-,-,-,-,-,0.064,-,<0.004,<0.05,0.12,<0.003,*0.001,0.58,10.21,-,-,0.7,0.16,39.11,10.43,-,-,-,-16.7,-124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/11/2015,ASFM 1,NOAT,HEAT,67.545,-161.681,9.3,351.4,8.36,10.1,0.005,0.6,0.8,-,-,-,-,-,-,-,-,-,*0.000,0.066,-,*0.001,0.12,0.09,*0.000,*0.000,0.44,20.14,-,-,1.32,0.22,48.05,15.41,-,-,-,-16.6,-123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/17/2015,ASFM 1,NOAT,HEAT,67.545,-161.681,1.7,438.8,8.19,13.7,0.012,0.7,1.8,-,-,-,-,-,-,-,-,-,*0.001,0.091,-,<0.004,0.12,0.09,<0.003,*0.000,0.56,31,-,-,1.56,0.26,64.23,20.17,-,-,-,-16.6,-124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/8/2016,ASFM 1,NOAT,HEAT,67.545,-161.681,4.4,258.2,7.95,13.1,0.008,0.7,1.1,*0.00,-,-,-,-,-,-,-,-,*0.003,0.061,-,0.004,0.11,0.08,*0.001,*0.001,0.48,11.31,-,-,0.7,0.17,40.65,11.21,0.33,,,-17.5,-129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/10/2016,ASFM 1,NOAT,HEAT,67.545,-161.681,12.1,375,7.94,10.5,0.01,0.6,1.8,*0.01,-,-,-,-,-,-,-,-,*0.001,0.058,-,*0.000,0.09,0.07,*0.000,*0.000,0.46,25.75,-,-,1.48,0.25,59.96,17.66,-,82.02,33.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/9/2016,ASFM 1,NOAT,HEAT,67.545,-161.681,5.9,553.3,7.9,12.5,0.008,0.7,1.1,*0.00,-,-,-,-,-,-,-,-,*0.002,0.087,-,*0.000,0.14,0.13,*0.000,*0.000,0.6,36.55,-,-,1.63,0.26,67.47,21.55,0.3,102.29,36.88,-16.8,-124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/8/2017,ASFM 1,NOAT,HEAT,67.545,-161.681,1.2,358.6,7.67,13.9,0.017,0.9,2,*0.02,-,-,-,-,-,-,-,-,*0.010,0.053,-,*0.000,0.08,0.1,*0.002,0.042,0.81,8.26,-,-,0.78,0.14,34.44,8.07,0.48,74.64,21.76,-17.6,-126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/16/2017,ASFM 1,NOAT,HEAT,67.545,-161.681,7.1,426.5,8,11.9,0.009,0.9,1,*0.02,-,-,-,-,-,-,-,-,*0.009,0.081,-,*0.001,0.12,0.07,0.005,*0.001,0.66,28.59,-,-,1.14,0.21,64.35,18.76,0.32,120.63,34.59,-16.7,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2018,ASFM 1,NOAT,HEAT,67.545,-161.681,6.1,426.5,8.3,11.9,0.013,0.9,1.4,*0.05,-,-,-,-,-,-,-,-,*0.008,0.079,-,0.003,0.11,0.09,*0.000,*0.000,1.06,16.06,-,-,0.99,0.22,48.52,13.37,0.33,96.98,31.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/3/2018,ASFM 1,NOAT,HEAT,67.545,-161.681,8,603,8,11.4,0.008,0.6,1.3,0.11,-,-,-,-,-,-,-,-,*0.003,0.063,-,0.003,0.12,0.08,*0.000,*0.000,0.75,32.14,-,-,1.52,0.26,61.19,19.38,0.29,112.45,33.9,-17,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/7/2019,ASFM 1,NOAT,HEAT,67.545,-161.681,4.9,265,8.2,11.6,0.018,1.2,1.5,*0.01,,,,,,,,,*0.006,0.065,-,*0.001,0.13,0.12,*0.001,0.007,0.61,11.41,-,-,0.7,0.19,39.1,10.15,0.42,78.7,-,-16.6,-123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/19/2019,ASFM 1,NOAT,HEAT,67.545,-161.681,8,456.6,8.14,11.5,0.014,0.9,1.5,-,,,,,,,,,*0.004,0.098,-,*0.000,0.14,0.11,*0.002,*0.000,0.95,42.58,0.027,-,1.24,0.26,77.72,21.92,0.37,69.27,35.89,-16.7,-121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2015,ASFM 2,NOAT,HEAT,67.48146,-162.1292,6.6,292.8,8.36,-,0.059,2.2,2.7,-,-,-,-,-,-,-,-,-,-,0.065,-,<0.004,0.09,0.16,<0.003,*0.001,1.3,14.6,-,-,2.24,0.25,43.42,13.79,-,-,-,-16.4,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/10/2015,ASFM 2,NOAT,HEAT,67.48146,-162.1292,12.2,398.6,8.29,9.5,0.015,1.2,1.2,-,-,-,-,-,-,-,-,-,*0.001,0.094,-,*0.000,0.17,0.12,*0.000,*0.000,2.49,24.67,-,-,5.13,0.43,61.51,20.76,-,-,-,-16.4,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/18/2015,ASFM 2,NOAT,HEAT,67.48146,-162.1292,0.9,450.1,8.31,-,0.032,1.7,1.9,-,-,-,-,-,-,-,-,-,*0.002,0.096,-,<0.004,0.16,0.13,<0.003,*0.000,2.7,27.05,-,-,4,0.36,55.98,21.81,-,-,-,-16.3,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2015,ASFT 1,NOAT,HEAT,67.544537,-161.681216,2,285.2,8.35,-,0.017,0.7,2.5,-,-,-,-,-,-,-,-,-,-,0.057,-,<0.004,<0.05,0.09,<0.003,*0.000,0.5,14.39,-,-,0.57,0.31,42.14,11.77,-,-,-,-16.6,-123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/11/2015,ASFT 1,NOAT,HEAT,67.544537,-161.681216,9.1,283.5,8.35,9.9,0.004,0.5,0.9,-,-,-,-,-,-,-,-,-,*0.000,0.055,-,*0.000,0.13,0.09,*0.000,*0.000,0.51,30.5,-,-,1.3,0.3,58.26,20.81,-,-,-,-16.4,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/17/2015,ASFT 1,NOAT,HEAT,67.544537,-161.681216,2.1,548.9,8.17,13.6,0.009,0.7,1.3,-,-,-,-,-,-,-,-,-,*0.002,0.092,-,<0.004,0.13,0.09,<0.003,*0.000,0.56,40.84,-,-,1.63,0.33,71.1,26.64,-,-,-,-16.6,-124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/8/2016,ASFT 1,NOAT,HEAT,67.544537,-161.681216,3.5,311.2,8.01,13.5,0.009,0.7,1.2,*0.00,-,-,-,-,-,-,-,-,*0.001,0.061,-,0.004,0.12,0.1,*0.000,0.003,0.51,17.03,-,-,0.66,0.21,45.06,13.66,0.31,,29.91,-17.7,-129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/9/2016,ASFT 1,NOAT,HEAT,67.544537,-161.681216,11.4,451.8,7.96,10.7,0.006,0.5,1.2,*0.00,-,-,-,-,-,-,-,-,*0.002,0.051,-,*0.000,0.08,0.08,*0.000,0.003,0.51,36.57,-,-,1.4,0.33,66.1,23.33,-,87.96,-,-17.1,-125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/9/2016,ASFT 1,NOAT,HEAT,67.544537,-161.681216,4.5,614.2,7.97,12.9,0.01,0.5,1.8,*0.00,-,-,-,-,-,-,-,-,*0.000,0.087,-,*0.000,0.15,0.14,*0.000,0.003,0.68,52.13,-,-,1.61,0.34,81.59,28.94,0.22,110.95,39.46,-16.8,-124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/8/2017,ASFT 1,NOAT,HEAT,67.544537,-161.681216,2.7,409.6,8.35,13.4,0.016,0.9,1.8,*0.01,-,-,-,-,-,-,-,-,*0.010,0.045,-,*0.000,0.08,0.08,*0.000,0.003,0.87,11.98,-,-,0.74,0.17,40.28,9.3,0.42,83.03,23.37,-17.5,-126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/16/2017,ASFT 1,NOAT,HEAT,67.544537,-161.681216,7.3,521.4,8,11.8,0.008,0.7,1.1,*0.00,-,-,-,-,-,-,-,-,*0.010,0.076,-,*0.000,0.12,0.1,*0.000,0.004,0.67,41.65,-,-,1.12,0.26,75.67,24.74,0.28,124.32,37.91,-16.9,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2018,ASFT 1,NOAT,HEAT,67.544537,-161.681216,7.6,527.3,8.2,11.5,0.01,0.9,1.2,*0.03,-,-,-,-,-,-,-,-,*0.007,0.095,-,*0.001,0.12,0.11,*0.000,*0.000,1.12,25.83,-,-,1.05,0.27,56.88,18.41,0.26,108.17,35.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/3/2018,ASFT 1,NOAT,HEAT,67.544537,-161.681216,7,689.4,8.2,11.6,0.006,0.7,0.9,*0.05,-,-,-,-,-,-,-,-,*0.006,0.062,-,0.002,0.12,0.07,*0.000,*0.000,0.75,46.64,-,-,1.39,0.34,67.63,25.9,0.25,88.7,36.73,-17.1,-123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/7/2019,ASFT 1,NOAT,HEAT,67.544537,-161.681216,5.8,335,8.2,11.4,0.012,1.4,0.9,*0.01,,,,,,,,,*0.004,0.074,-,*0.001,0.16,0.11,*0.001,0.004,0.68,18.79,-,-,0.75,0.24,47.54,13.57,0.3,88.18,-,-16.8,-124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/19/2019,ASFT 1,NOAT,HEAT,67.544537,-161.681216,7.9,612,8.13,11.5,0.013,1,1.3,-,,,,,,,,,*0.006,0.113,-,*0.001,0.17,0.16,*0.000,*0.000,0.93,69.81,0.12,-,1.37,0.37,96.84,33.64,0.47,106.57,41.39,-16.4,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/8/2017,ASFT 1 High,NOAT,HEAT,67.54272,-161.67593,4,-,8.22,12.8,0.015,1,1.6,0.09,-,-,-,-,-,-,-,-,*0.009,0.045,-,*0.001,0.07,0.08,*0.000,0.008,0.88,13.24,-,-,0.71,0.17,39.24,9.72,0.5,86.04,23.29,-17.5,-126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/8/2017,ASFT 1 Seep,NOAT,HEAT,67.54285,-161.67883,-,-,-,-,0.426,10.5,4.1,*0.06,-,-,-,-,-,-,-,-,*0.001,*0.001,-,*0.000,0.34,0.44,0.005,0.09,0.57,0.31,-,-,0.5,0.22,16.27,2.27,9.57,46.58,10.76,-16.9,-123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2015,ASFT 2,NOAT,HEAT,67.49841,-161.87108,3.8,285.2,8.32,-,0.07,2.4,2.9,-,-,-,-,-,-,-,-,-,-,0.048,-,<0.004,0.07,0.13,<0.003,*0.001,0.83,15.96,-,-,1.25,0.23,44.33,12.54,-,-,-,-16.2,-121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/11/2015,ASFT 2,NOAT,HEAT,67.49841,-161.87108,11.4,409.1,8.42,9.6,0.016,1.1,1.5,-,-,-,-,-,-,-,-,-,*0.001,0.082,-,*0.000,0.14,0.13,*0.000,*0.000,1.7,36.25,-,-,3.41,0.39,69.03,24.08,-,-,-,-16.5,-123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/17/2015,ASFT 2,NOAT,HEAT,67.49841,-161.87108,3.1,551.5,8.31,13.2,0.043,1.9,2.3,-,-,-,-,-,-,-,-,-,*0.002,0.073,-,<0.004,0.13,0.12,<0.003,*0.001,1.93,47.21,-,-,3.64,0.41,77.26,29.29,-,-,-,-16.3,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/8/2016,ASFT 2,NOAT,HEAT,67.49841,-161.87108,7.4,338.7,7.69,12.1,0.019,1,1.9,*0.00,-,-,-,-,-,-,-,-,*0.001,0.049,-,0.004,0.1,0.09,*0.000,*0.001,0.89,20.27,-,-,1.43,0.28,51.04,14.8,0.57,,30.43,-17.6,-129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/10/2016,ASFT 2,NOAT,HEAT,67.49841,-161.87108,12.3,516.9,8.13,10,0.017,0.9,1.9,*0.00,-,-,-,-,-,-,-,-,*0.002,0.059,-,*0.000,0.11,0.15,*0.000,0.007,1.38,45.6,-,-,3.06,0.39,75.18,27.05,-,108.14,39.57,-17.1,-126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/9/2016,ASFT 2,NOAT,HEAT,67.49841,-161.87108,8.1,724.9,7.96,11.9,0.035,1.6,2.2,*0.02,-,-,-,-,-,-,-,-,*0.003,0.077,-,*0.000,0.18,-,*0.000,,1.69,63.32,-,-,4.01,0.45,88.01,33.82,-,-,45.48,-16.6,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/7/2017,ASFT 2,NOAT,HEAT,67.49841,-161.87108,3.2,385.6,8.3,13.4,0.049,1.9,2.6,*0.01,-,-,-,-,-,-,-,-,*0.006,0.028,-,*0.000,0.11,0.12,*0.001,0.012,0.88,11.49,-,-,0.82,0.2,35.24,8.37,1.24,80.03,21.13,-17.4,-126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/17/2017,ASFT 2,NOAT,HEAT,67.49841,-161.87108,5.9,387.4,8,12.5,0.044,2,2.2,*0.01,-,-,-,-,-,-,-,-,0.016,0.062,-,*0.001,0.15,0.1,*0.002,*0.002,1.28,50.12,-,-,2.34,0.32,82.91,27.35,1.33,147.87,40.8,-16.4,-121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/5/2018,ASFT 2,NOAT,HEAT,67.49841,-161.87108,9,864,8.2,11.3,0.042,2.1,2,,-,-,-,-,-,-,-,-,*0.005,0.061,-,0.003,0.2,0.12,0.003,*0.001,1.86,58.95,-,-,4.43,0.47,78.13,33,1.4,138.09,42.97,-16.9,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/5/2018,ASFT 2 inflow,NOAT,HEAT,67.498065,-161.870331,8.7,172.6,8.2,11.1,0.492,17.6,2.8,,-,-,-,-,-,-,-,-,*0.008,*0.001,-,0.003,0.52,0.46,0.003,0.006,1.33,1.44,-,-,1.21,0.11,12.75,7.05,15.44,53.81,12.32,-17.2,-123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2015,ASFT 3,NOAT,HEAT,67.46398,-161.97693,5,390.4,8.37,-,0.055,2.2,2.5,-,-,-,-,-,-,-,-,-,-,0.057,-,<0.004,0.11,0.15,<0.003,0.004,0.91,22.29,-,-,2.1,0.32,58.82,18.72,-,-,-,-16.3,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/8/2015,ASFT 3,NOAT,HEAT,67.46398,-161.97693,10.7,462.8,8.09,9.2,0.024,1.4,1.8,-,-,-,-,-,-,-,-,-,*0.000,0.069,-,*0.000,0.18,0.15,*0.000,*0.000,1.08,34.4,-,-,3.38,0.47,73.32,24.3,-,-,-,-16.3,-122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/17/2015,ASFT 3,NOAT,HEAT,67.46398,-161.97693,4.1,486.1,8.11,12.7,0.033,1.6,2.1,-,-,-,-,-,-,-,-,-,*0.002,0.072,-,<0.004,0.14,0.13,<0.003,*0.000,1.07,31.01,-,-,2.38,0.39,70.25,25.32,-,-,-,-16.5,-123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2015,ASFT 4,NOAT,HEAT,67.47221,-162.07115,6.4,258.2,8.34,-,0.152,4.8,3.1,-,-,-,-,-,-,-,-,-,-,0.023,-,<0.004,0.14,0.21,<0.003,0.004,0.62,10.63,-,-,1.52,0.31,43.51,8.61,-,-,-,-16.1,-120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/9/2015,ASFT 4,NOAT,HEAT,67.47221,-162.07115,12.5,439.6,8.27,10.6,0.071,3.5,2,-,-,-,-,-,-,-,-,-,*0.001,0.049,-,*0.000,0.23,0.2,*0.000,*0.001,0.69,17.42,-,-,4.68,0.6,64.95,14.8,-,-,-,-16.2,-120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/17/2015,ASFT 4,NOAT,HEAT,67.47221,-162.07115,3.4,364.5,8.27,13.2,0.106,4.6,2.3,-,-,-,-,-,-,-,-,-,*0.002,0.056,-,<0.004,0.21,0.16,<0.003,*0.001,1.12,17.86,-,-,2.62,0.47,57.03,14.23,-,-,-,-16,-119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/9/2016,ASFT 4,NOAT,HEAT,67.47221,-162.07115,9.5,379.4,7.71,11.5,0.066,2.5,2.6,*0.00,-,-,-,-,-,-,-,-,*0.001,0.007,-,0.004,0.13,0.12,*0.000,0.003,0.62,14.42,-,-,2.71,0.51,57.5,11.68,1.95,,37.77,-17.3,-128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/9/2016,ASFT 4,NOAT,HEAT,67.47221,-162.07115,16.1,463.1,8.11,11.4,0.064,2.8,2.3,*0.03,-,-,-,-,-,-,-,-,*0.004,0.022,-,*0.000,0.16,0.68,*0.000,0.068,0.67,22.47,-,-,4.5,0.74,80.29,16.55,2.18,125.85,49.67,-16.7,-124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/9/2016,ASFT 4,NOAT,HEAT,67.47221,-162.07115,9,533.6,7.97,11.9,0.095,3.9,2.5,*0.00,-,-,-,-,-,-,-,-,*0.003,0.072,-,*0.000,0.26,0.24,*0.000,*0.001,0.98,26.84,-,-,3.58,0.63,84.1,17.63,3.42,125.65,48.25,-16.3,-119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/6/2017,ASFT 4,NOAT,HEAT,67.47221,-162.07115,7.7,337.3,7.88,12.2,0.121,3.9,3.1,*0.04,-,-,-,-,-,-,-,-,*0.009,0.016,-,*0.000,0.18,0.2,*0.000,0.007,0.76,10.03,-,-,1.18,0.34,40.8,7.58,2.95,87.28,23.52,-17.7,-128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/16/2017,ASFT 4,NOAT,HEAT,67.47221,-162.07115,8.4,459.2,7.9,11.8,0.124,4.7,2.6,*0.02,-,-,-,-,-,-,-,-,0.014,0.048,-,*0.001,0.22,0.18,0.003,*0.002,0.86,22.72,-,-,3.15,0.5,75.98,15.67,3.76,136.81,43.9,-16.3,-117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/11/2018,ASFT 4,NOAT,HEAT,67.47221,-162.07115,5.3,366.7,8.4,12.4,0.103,4.8,2.1,0.73,-,-,-,-,-,-,-,-,0.011,0.034,-,*0.001,0.22,0.15,0.003,0.019,1.06,11.16,-,-,1.75,0.4,43.74,8.66,1.99,85.23,27.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/2/2018,ASFT 4,NOAT,HEAT,67.47221,-162.07115,9.8,625.7,8.1,11.2,0.112,5.1,2.2,0.09,-,-,-,-,-,-,-,-,*0.005,0.039,-,0.003,0.25,0.2,*0.001,*0.002,1.35,29.3,-,-,4.73,0.73,77.53,18.95,3.74,148.81,49.22,-16.8,-121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/7/2019,ASFT 4,NOAT,HEAT,67.47221,-162.07115,9.6,291,8.1,10.8,0.099,3.5,2.8,*0.04,,,,,,,,,0.016,0.043,-,0.002,0.25,0.4,0.003,0.059,0.84,13.68,-,-,1.91,0.42,45.49,9.2,2.61,92.02,-,-16.8,-124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/18/2019,ASFT 4,NOAT,HEAT,67.47221,-162.07115,11.3,446.9,8.09,10.8,0.184,7,2.6,-,,,,,,,,,-,-,-,-,-,0.32,-,0.024,1.7,103,0.02,-,-,-,-,-,3.8,84.23,39.86,-16.9,-119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/12/2016,Asik hyporheic branch outlet,NOAT,HEAT,-,-,-,-,-,-,0.029,1.8,1.6,*0.00,-,-,-,-,-,-,-,-,*0.004,0.096,-,*0.001,0.33,-,*0.000,-,1,10.15,-,-,1.41,0.23,55.51,11.9,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/12/2016,Asik RT 2,NOAT,HEAT,-,-,-,-,-,-,0.019,1,1.8,*0.00,-,-,-,-,-,-,-,-,*0.005,0.089,-,*0.001,0.2,-,*0.000,-,0.94,9.36,-,-,1.4,0.21,39.87,11.5,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/15/2016,CRT 1,NOAT,HEAT,67.568,-157.79575,11.9,365.8,7.52,10.5,0.15,5.2,2.9,*0.04,-,-,-,-,-,-,-,-,*0.004,0.002,-,0.002,0.2,0.28,0.003,0.016,0.78,12.19,-,-,0.87,0.04,61.1,11.93,-,115.92,39.87,-18.4,-137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2017,CRT 1,NOAT,HEAT,67.568,-157.79575,3.6,186.5,7.76,12.1,0.222,6.9,3.2,0.13,-,-,-,-,-,-,-,-,*0.001,*0.001,-,*0.001,0.23,0.25,0.008,0.012,0.36,2.45,-,-,0.33,0.14,18.67,2.51,5.55,46.03,11.44,-18.9,-139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/21/2017,CRT 1,NOAT,HEAT,67.568,-157.79575,6.1,213.6,8,12,0.248,7.4,3.4,0.08,-,-,-,-,-,-,-,-,*0.007,*0.001,-,*0.001,0.2,0.2,0.003,0.007,0.18,10.84,-,-,0.61,0.04,36.13,6.07,6.41,77.22,18.7,-19,-140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/14/2018,CRT 1,NOAT,HEAT,67.568,-157.79575,1,284.4,8.2,12.7,0.156,4.8,3.2,0.15,-,-,-,-,-,-,-,-,*0.007,*0.000,-,0.003,0.14,0.14,0.003,0.005,0.45,4.72,-,-,0.4,0.09,24.03,4.22,3.67,63.29,14.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/31/2018,CRT 1,NOAT,HEAT,67.568,-157.79575,2.8,340.8,8.4,12.2,0.28,8.4,3.3,0.2,-,-,-,-,-,-,-,-,*0.005,*0.000,-,0.002,0.22,0.19,*0.002,*0.002,0.29,11.99,-,-,0.38,0.05,31.95,6.88,7.47,59.38,17.27,-18.4,-136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/5/2019,CRT 1,NOAT,HEAT,67.568,-157.79575,1.8,103,7.6,11.6,0.166,5,3.3,0.21,,,,,,,,,0.017,0.004,-,0.005,0.22,0.18,0.006,0.006,0.39,4.83,-,-,0.33,0.17,11.29,4.09,3.78,35.72,-,-18.6,-141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/22/2019,CRT 1,NOAT,HEAT,67.568,-157.79575,5.7,355,7.71,11.4,0.19,6.5,2.9,-,,,,,,,,,*0.005,*0.001,-,*0.001,0.2,0.22,*0.002,0.005,0.38,32.74,0.016,-,0.65,*0.03,55.69,20.44,5.58,90.36,27.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/15/2016,CRT 2,NOAT,HEAT,67.65484,-157.968,11,271.7,7.9,10.6,0.068,3.2,2.1,*0.02,-,-,-,-,-,-,-,-,*0.005,0.021,-,0.002,0.17,0.15,*0.001,0.003,0.32,1.39,-,-,0.83,0.14,61.45,8.68,-,98.61,44.34,-18.6,-140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2017,CRT 2,NOAT,HEAT,67.65484,-157.968,5.1,210.5,7.77,12.1,0.162,4.9,3.3,*0.05,-,-,-,-,-,-,-,-,*0.004,0.015,-,0.002,0.2,0.23,0.003,0.007,0.33,0.7,-,-,0.38,0.17,28.82,3.53,4.12,66.14,-,-19.9,-145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/21/2017,CRT 2,NOAT,HEAT,67.65484,-157.968,7.3,251,7.9,11.5,0.185,6.5,2.8,*0.04,-,-,-,-,-,-,-,-,*0.006,0.012,-,*0.001,0.23,0.23,0.003,*0.002,0.3,1.34,-,-,0.89,0.07,50.7,6.6,5.73,111.42,34.99,-19.1,-141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
